productid,productname,manufacturerid,composition,listprice,gender,category,color,description
111,alsten iii l sneakers,959,Leather Upper and Rubber Sole,60.99,M,sneakers,White,CM-EVA outsole for long-lasting comfort and durability. Full grain leather upper. Low profile midsole. Mesh lining. Padded collar. Self-tie lace closure. Signature Puma log on tongue and outer
112,alvana apple logo allover sequin sneaker,521,All man made materials,12.99,F,sneakers,Black,All-over sequin detail. Apple Bottom logo print throughout. Cushioned sole for ultimate comfort. Lace closure. US Sizing
113,alwyn lo mini sneakers,959,"Leather Upper, Textile Insole, Rubber Sole",90,M,sneakers,Black,Contrast stitching. Embossed winged mini logo on tongue. Leather upper. Logo embellishment on outer. Low profile. Perforations for breathability. Perforations for breathablity. Rubber outsole. Textile lining
115,amay zing leather sandal w/studs,444,Leather and Man-Made materials,22.99,F,sandals,Brown,1/4 inch heel. Buckle closure on ankle. Leather upper. Light cushioning on insole. Open toe. Straps are accented with round studs of various size
117,amber floral print pump,691,Man-made materials,21.99,F,heels,"Beige,Multi",1.5 inch platform. 5.5 inch sturdy stiletto heel. All-over floral print. Lightly cushioned footbed. Round toe. Rubber outsole for grip. Synthetic upper
118,amber peep toe spike heels,691,All man made materials,21.99,F,heels,Orange,1 inch platform. 5.5 inch slick mirrored heel. Lightly padded footbed. Non-skid sole. Peep toe. Synthetic suede upper with spiked detail. US Sizing
119,americana print espadrille wedge sandal,566,Man-Made Materials,45.99,F,sandals,"Blue,Red","4"" heel with 1 1/2"" platform. Graphic print straps across ankle and vamp with metal buckle closure. Lightly padded footbed. Woven rope and textile covered wedge. Woven textile upper"
120,amy zing leather sandal w/studs,444,Leather and Man Made Materials,21.99,F,sandals,Black,1/4 inch heel. Buckle closure on ankle. Leather upper. Light cushioning on insole. Open toe. Straps are accented with round studs of various size
122,angel sneaker wedge w/buckles,691,Man-Made Materials,32.99,F,sneakers,Beige,Additional zipper-fly closure on side panel. Durable rubber toe and sole for optimal protection and traction. Signature self-strap closure
123,ankle bootie w/buckle,691,Man-Made Materials,23.99,F,boots,Black,Adjustable strap at ankle. Adjustable straps at ankle. Contrast stitching. Cushioned insole with arch support. Pieced constructed. Rubber outsole with 4.5 inch heel. Synthetic suede upper. Synthetic upper
124,ankle peep toe bootie heel,691,Man-made materials,22.99,F,heels,"Purple,Red","2"" elevated front. 6"" spiked heel. All-over, multicolored stripe design. Open toe. Synthetic exterior. Zipper detail at side"
128,anne platform bottom heel w/print,691,Man Made Materials,9.99,F,heels,Green,"Allover animal print pattern. Chunky 5.5"" heel with 2"" elevated platform toe. Closed toe design. Synthetic exterior. Tweed heel"
129,anodyne ds sneakers,630,"Synthetic upper, textile and man made",56.99,M,sneakers,Black,EVA midsole. Lace up closure. Low top design. Mesh upper with leather overlays. Non-marking rubber outsole. Padded tongue and collar. Signature Nike swoosh logo on outer
130,anoki suede boot,691,Man-made materials,22.99,F,boots,Grey,All-over fringe detail. Cushioned insole with arch support. Pieced constructed moc style boot. Rubber sole for traction. Suede upper. Tone on tone stitch. US Sizing
131,ansbach slip on sneakers,959,"Leather and Textile Upper, Textile Insole, Rubber Sole",88,M,sneakers,Black,Durable rubber cupsole with hex pattern for grip with textured toe wrap. Elastic band holds vamp in place to insure a comfortable and snug fit. Embossed Puma logo on outside heel. Sleek pieced woven canvas and suede upper. Soft padded insole provides supp
132,answer iv sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",120,M,sneakers,Navy,"A black and white imprint of his face is encircled at the heel. Full-length DMX Foam cushioning technology. Heel pull tab. Iverson's mantra ""Only the Strong Survive"" is engraved into the outsole. Lace up front with a unique zip up closure system. Leather "
133,antonio shoes,389,Man-made materials,15.99,M,casual shoes,Black,1 inch heel. Cushioned insole. Rubber sole for traction. Slip-on design. Strap detail across top. Synthetic leather upper. Tone on tone stitch
134,anvil mid mountain boot,855,"Leather Upper, Rubber Sole",24.99,M,boots,Black,Flexible footbed for ideal agility while extreme hiking. Leather and Rubber upper. Reinforced tab at heel for easy slip-on ability. Waterproof membrane lining ensuring dry feet
135,ar 2.0 sneakers,514,Leather and man made materials,77.99,M,sneakers,Black,Has grey sole not white. High top sneaker. Padded sole for ultimate comfort. Padded tongue with logo. Self lace closure with single velcro strap. Signature adidas stripes down sides of shoe
136,ar 3.0 sneakers,514,SYNTHETIC LEATHER,95,M,sneakers,Black,Contrasting patent piping on upper. Durable rubber sole. Full grain leather upper. High top design. High top sneaker. Metallic finished trims. Padded sole for ultimate comfort. Padded tongue with logo. Pieced upper. Self lace closure with single velcro st
137,ar d1 lo sneakers,514,"Leather Upper, Textile Insole, Rubber Sole",75,M,sneakers,Black,Comfortable textile lining. Full grain leather upper for comfort and soft feel. Herringbone-pattern outsole for grip. Low top design. OrthoLite odor-resistant moisture-wicking sockliner. Perforated stripes and toe for breathability. Vulcanized cupsole for
139,armatura sneaker,568,Leather and man made materials,44.99,M,sneakers,Black,Contrasting piping details. Fila insignia on side panel. Hight-top design. Leather upper. Rubber outsole. Soft textile/ faux fur lining around collar and tongue
141,asics gel-clayton sneakers,980,Man-Made Materials,44.99,M,sneakers,White,Lace-up closure. Rearfoot GEL® Cushioning system attenuates shock during impact. Solid rubber outsole provides enhanced durability and traction. Synthetic leather and mesh upper
144,aspen perforated boots,970,Leather and man made materials,36.99,M,boots,Black,Abrasive outsole for durability and traction. Designer logo on tongue and side panel. Genuine leather. Mid top design. Padded ankle for added support. Removable anti-fatigue footbed for all-day support. Self tie closure
146,assault tan leather/canvas sneakers,684,Leather and Man Made Materials,56.99,M,sneakers,"Orange,Tan",Cushioned tongue. Leather and canvas upper. Logo on tongue and heel. Self tie lace closure. Vulcanized rubber sole
279,cesario vintage sneaker,164,Leather and Man Made Materials,32.99,M,sneakers,Beige,Hightop design. Leather upper. Pieced constructed. rubber sole. Self tie enclosure. Velcro strap with logo
286,chance sueded pumps,136,"Synthetic and Textile Upper, Man-Made Materials",19.99,F,heels,Pink,"4.5"" heel with 1"" platform. Synthetic patent leather heel cap and trim. Synthetic suede upper"
288,cheetah print peacock buckle flat,521,Man-Made Materials,17.99,F,flats,Blue,Allover cheetah print. Contrasting color cap on toe. Peacock feather print on insole
147,athena chunky heel sandal,691,Man-made materials,31.99,F,sandals,Brown,"5"" heel with 1.5"" platform. Double strap and buckle closure at side of ankle. Lightly padded footbed. Synthetic leather upper. Woven textile covered heel and platform"
148,athena wedge sandal w/glitter foil,691,Man Made Materials,27.99,F,wedges,Black,"4.5"" heel with 1"" platform. Glitter detail on heel. Strap and metal buckle with studded detail at ankle. Stylish open-toe wedge shoe. Synthetic leather construction"
149,atropos boot,691,All man made materials,10.99,F,boots,Black,3.5 inch heel. Cushioned insole. Fringe on outer. Pieced construction. Pointy toe. Synthetic upper. Zip up style
150,attica boot,691,All man made materials,20.99,F,boots,Brown,1.5 inch heel. Adjustable straps with  buckle detail at ankle. Cushioned insole. Pull on style. Rubber outsole. Studded detail at top. Synthetic upper
151,aubrey animal print detail sandal,691,Man-Made Materials,42.99,F,sandals,Animal Print,1 inch heel. Rubber sole. Side metal buckle closure. Synthetic leather snake pattern through out. Synthetic leather snake pattern throughout. Zipper at back
152,augusta vegan leather studded boot,691,Man-made materials,16.99,F,boots,Black,2 inch heel. Studded buckle strap across vamp and at top. Studded detail on ankle. Synthetic upper. US Sizing. Zipper closure
153,azurine lo espardrille w sneakers,514,"Leather Upper, Textile Insole, Rubber Sole",60,F,sneakers,"Pink,Red",Canvas lining and a lightly padded footbed. Embroidered Trefoil logo on heel area. Five-eye lace up front with metallic eyelets. Hemp foxing on midsole. Naturally breathable canvas uppers. Patterned-rubber outsole for grip. Synthetic heel pull loop
154,back zipper gladiator w/buckle design,691,Man-Made Materials,32.99,F,sandals,Black,Multiple straps are accented with buckle and metal embellishments. Open toe. Synthetic leather upper. Zipper at back
155,backwood black suede boots,684,Leather and man made materials,42.99,M,boots,Black,Contrasting rubber sole for traction and durability. Genuine leather upper. Hi-top design. Padded at ankle for extra support and comfort. Self tie lace closure
156,backwood camo canvas boots,684,Canvas Upper and Rubber Sole,65.99,M,boots,Camo,"All-over camo print. Canvas upper. Contrasting rubber sole for traction and durability. Hi-top design. Padded at ankle for extra support and comfort. Self tie lace closure. Signature logo on tongue, outer and heel"
157,backwood waxed rip-stop canvas boots,684,Textile Upper and Rubber Sole,58.99,M,boots,,"Designer logo on tongue, heel and outer. Hi-top design. Metal eyelets. Padded at ankle for extra support and comfort. Self tie lace closure. Textile upper. Tone on tone stitch"
158,ballet flat,691,All man made materials,7.99,F,flats,Purple,Bow on front. Faux patent leather upper. Lightly padded lining and footbed. Round toe. Slip on design. Two tone design
159,bama sneakers,194,"Leather Upper, Textile Insole, Rubber Sole",88,M,sneakers,Red,"Durable vulcanized rubber sole with pod and ridge traction. Moccasin-styled padded collar with quilted lining, lacing and fringes. Pieced suede upper. Self-tie lace closure with flat waxed laces. Stylish mid top profile. Tone-on-tone stitching with cloth "
160,bambola studded platform sandal,691,Man-Made Materials,75,F,sandals,Black,2.5 platform heel. Bold spiked ankle cuff. Faux leather upper. Lightly padded footbed. Open toe body. Rubber sole
165,basic heels,691,All man made materials,20.99,F,heels,Blue,4 inch heel. Faux suede upper. Pointed toe. Synthetic sole
168,basic pump w/heel detail,691,Man-made materials,25.99,F,heels,Black,"1.5 inch platform. 5"" mirrored stiletto heel. Lightly cushioned insole. Round toe. Rubber outsole for grip. Synthetic upper"
169,basic riding boot,389,Man Made Materials,18.99,F,boots,Brown,1 inch heel. Buckle detail. Knee high boots. Padded footbed. Zipper closure
161,bar exagerated heel pump w/studs,691,Man-made materials,30.99,F,heels,Red,2 inch platform. 5.5 inch heel. Adjustable ankle strap. Lightly padded footbed. Round toe. Synthetic upper with studded appliqués throughout
162,baretto hightop sneaker,164,Leather Upper and Rubber Sole,47.99,M,sneakers,Black,Cushioned tongue. Flat rubber sole. High top design. Laces and hook & loop closure for secure fit. Nylon mesh lining. Pieced leather upper. Velcro strap on ankle
163,barney wedge w/spikes,691,Man-made materials,23.99,F,wedges,Black,2 inch platform. 6 inch heel. Adjustable ankle strap. Lightly padded footbed. Round toe. Spiked embellishments throughout heel. Synthetic suede upper
164,basic buckle boot,691,All man made materials,16.99,F,boots,Black,1 inch heel. Ankle height boots. Buckle detail across ankle. Buckle detail across forefoot. Faux leather upper. Pull on style. Rubber outsole for traction
166,basic miliary laceup boot,691,Man-Made Materials,38.99,F,boots,Black,Cushioned insole. Durable rubber sole for traction. Lace up and zipper enclosure. Pieced constructed. Synthetic upper. Tone on tone stitch
167,basic pull up boot,691,All man made materials,20.99,F,boots,Brown,Adjustable straps with stud and buckle detail at top. Cushioned insole with arch support. Rubber outsole. Synthetic upper. Zipper enclosure
